profile,minute,load_kW,set,method,reserve_bid_kW,minute_shortfall_kW,minute_violation
127,32,389.3492,out_of_sample,ALSO-X,282.303,0.0,False
127,33,397.8528,out_of_sample,ALSO-X,282.303,0.0,False
127,34,391.0506,out_of_sample,ALSO-X,282.303,0.0,False
127,35,409.3575,out_of_sample,ALSO-X,282.303,0.0,False
127,36,410.4699,out_of_sample,ALSO-X,282.303,0.0,False
127,37,415.4636,out_of_sample,ALSO-X,282.303,0.0,False
127,38,412.7321,out_of_sample,ALSO-X,282.303,0.0,False
127,39,419.7436,out_of_sample,ALSO-X,282.303,0.0,False
127,40,435.2582,out_of_sample,ALSO-X,282.303,0.0,False
127,41,431.9442,out_of_sample,ALSO-X,282.303,0.0,False
127,42,447.7609,out_of_sample,ALSO-X,282.303,0.0,False
127,43,438.3772,out_of_sample,ALSO-X,282.303,0.0,False
127,44,443.9739,out_of_sample,ALSO-X,282.303,0.0,False
127,45,446.2324,out_of_sample,ALSO-X,282.303,0.0,False
127,46,432.711,out_of_sample,ALSO-X,282.303,0.0,False
127,47,433.6887,out_of_sample,ALSO-X,282.303,0.0,False
127,48,432.5212,out_of_sample,ALSO-X,282.303,0.0,False
127,49,422.9085,out_of_sample,ALSO-X,282.303,0.0,False
127,50,426.5652,out_of_sample,ALSO-X,282.303,0.0,False
127,51,427.6538,out_of_sample,ALSO-X,282.303,0.0,False
127,52,426.3949,out_of_sample,ALSO-X,282.303,0.0,False
127,53,425.2837,out_of_sample,ALSO-X,282.303,0.0,False
127,54,424.0334,out_of_sample,ALSO-X,282.303,0.0,False
127,55,420.0843,out_of_sample,ALSO-X,282.303,0.0,False
127,56,421.5995,out_of_sample,ALSO-X,282.303,0.0,False
127,57,414.9988,out_of_sample,ALSO-X,282.303,0.0,False
127,58,442.0904,out_of_sample,ALSO-X,282.303,0.0,False
127,59,425.1535,out_of_sample,ALSO-X,282.303,0.0,False
127,60,418.3712,out_of_sample,ALSO-X,282.303,0.0,False
128,1,522.8076,out_of_sample,ALSO-X,282.303,0.0,False
128,2,520.4499,out_of_sample,ALSO-X,282.303,0.0,False
128,3,519.3175,out_of_sample,ALSO-X,282.303,0.0,False
128,4,527.4428,out_of_sample,ALSO-X,282.303,0.0,False
128,5,534.4848,out_of_sample,ALSO-X,282.303,0.0,False
128,6,524.1116,out_of_sample,ALSO-X,282.303,0.0,False
128,7,521.5297,out_of_sample,ALSO-X,282.303,0.0,False
128,8,498.7704,out_of_sample,ALSO-X,282.303,0.0,False
128,9,498.4639,out_of_sample,ALSO-X,282.303,0.0,False
128,10,489.347,out_of_sample,ALSO-X,282.303,0.0,False
128,11,487.4762,out_of_sample,ALSO-X,282.303,0.0,False
128,12,470.907,out_of_sample,ALSO-X,282.303,0.0,False
128,13,477.285,out_of_sample,ALSO-X,282.303,0.0,False
128,14,461.928,out_of_sample,ALSO-X,282.303,0.0,False
128,15,466.8941,out_of_sample,ALSO-X,282.303,0.0,False
128,16,457.5344,out_of_sample,ALSO-X,282.303,0.0,False
128,17,453.0697,out_of_sample,ALSO-X,282.303,0.0,False
128,18,469.1724,out_of_sample,ALSO-X,282.303,0.0,False
128,19,477.6467,out_of_sample,ALSO-X,282.303,0.0,False
128,20,490.6726,out_of_sample,ALSO-X,282.303,0.0,False
128,21,506.1802,out_of_sample,ALSO-X,282.303,0.0,False
128,22,496.4245,out_of_sample,ALSO-X,282.303,0.0,False
128,23,510.4648,out_of_sample,ALSO-X,282.303,0.0,False
128,24,493.0671,out_of_sample,ALSO-X,282.303,0.0,False
128,25,499.7498,out_of_sample,ALSO-X,282.303,0.0,False
128,26,493.0987,out_of_sample,ALSO-X,282.303,0.0,False
128,27,482.7251,out_of_sample,ALSO-X,282.303,0.0,False
128,28,488.881,out_of_sample,ALSO-X,282.303,0.0,False
128,29,497.4288,out_of_sample,ALSO-X,282.303,0.0,False
128,30,504.4703,out_of_sample,ALSO-X,282.303,0.0,False
128,31,503.4708,out_of_sample,ALSO-X,282.303,0.0,False
128,32,501.5635,out_of_sample,ALSO-X,282.303,0.0,False
128,33,503.6305,out_of_sample,ALSO-X,282.303,0.0,False
128,34,503.0114,out_of_sample,ALSO-X,282.303,0.0,False
128,35,504.6339,out_of_sample,ALSO-X,282.303,0.0,False
128,36,502.4794,out_of_sample,ALSO-X,282.303,0.0,False
128,37,506.7646,out_of_sample,ALSO-X,282.303,0.0,False
128,38,485.6323,out_of_sample,ALSO-X,282.303,0.0,False
128,39,481.7973,out_of_sample,ALSO-X,282.303,0.0,False
128,40,465.7055,out_of_sample,ALSO-X,282.303,0.0,False
128,41,467.9673,out_of_sample,ALSO-X,282.303,0.0,False
128,42,483.437,out_of_sample,ALSO-X,282.303,0.0,False
128,43,475.7282,out_of_sample,ALSO-X,282.303,0.0,False
128,44,474.8083,out_of_sample,ALSO-X,282.303,0.0,False
128,45,480.1549,out_of_sample,ALSO-X,282.303,0.0,False
128,46,456.4959,out_of_sample,ALSO-X,282.303,0.0,False
128,47,451.0254,out_of_sample,ALSO-X,282.303,0.0,False
128,48,454.9864,out_of_sample,ALSO-X,282.303,0.0,False
128,49,425.7819,out_of_sample,ALSO-X,282.303,0.0,False
128,50,419.2249,out_of_sample,ALSO-X,282.303,0.0,False
128,51,434.189,out_of_sample,ALSO-X,282.303,0.0,False
128,52,446.3523,out_of_sample,ALSO-X,282.303,0.0,False
128,53,450.7587,out_of_sample,ALSO-X,282.303,0.0,False
128,54,459.72,out_of_sample,ALSO-X,282.303,0.0,False
128,55,460.9543,out_of_sample,ALSO-X,282.303,0.0,False
128,56,465.4766,out_of_sample,ALSO-X,282.303,0.0,False
128,57,460.7918,out_of_sample,ALSO-X,282.303,0.0,False
128,58,461.0414,out_of_sample,ALSO-X,282.303,0.0,False
128,59,453.8471,out_of_sample,ALSO-X,282.303,0.0,False
128,60,466.5516,out_of_sample,ALSO-X,282.303,0.0,False
129,1,436.9012,out_of_sample,ALSO-X,282.303,0.0,False
129,2,444.2244,out_of_sample,ALSO-X,282.303,0.0,False
129,3,439.2104,out_of_sample,ALSO-X,282.303,0.0,False
129,4,457.1042,out_of_sample,ALSO-X,282.303,0.0,False
129,5,465.5032,out_of_sample,ALSO-X,282.303,0.0,False
129,6,470.7092,out_of_sample,ALSO-X,282.303,0.0,False
129,7,465.6224,out_of_sample,ALSO-X,282.303,0.0,False
129,8,471.6799,out_of_sample,ALSO-X,282.303,0.0,False
129,9,461.8301,out_of_sample,ALSO-X,282.303,0.0,False
129,10,470.2738,out_of_sample,ALSO-X,282.303,0.0,False
129,11,485.0613,out_of_sample,ALSO-X,282.303,0.0,False
129,12,500.4966,out_of_sample,ALSO-X,282.303,0.0,False
129,13,504.7489,out_of_sample,ALSO-X,282.303,0.0,False
129,14,487.4751,out_of_sample,ALSO-X,282.303,0.0,False
129,15,487.9542,out_of_sample,ALSO-X,282.303,0.0,False
129,16,507.6846,out_of_sample,ALSO-X,282.303,0.0,False
129,17,494.85,out_of_sample,ALSO-X,282.303,0.0,False
129,18,491.5376,out_of_sample,ALSO-X,282.303,0.0,False
129,19,503.2412,out_of_sample,ALSO-X,282.303,0.0,False
129,20,505.4735,out_of_sample,ALSO-X,282.303,0.0,False
129,21,525.9723,out_of_sample,ALSO-X,282.303,0.0,False
129,22,511.7937,out_of_sample,ALSO-X,282.303,0.0,False
129,23,496.6704,out_of_sample,ALSO-X,282.303,0.0,False
129,24,505.4348,out_of_sample,ALSO-X,282.303,0.0,False
129,25,488.8941,out_of_sample,ALSO-X,282.303,0.0,False
129,26,484.2896,out_of_sample,ALSO-X,282.303,0.0,False
129,27,481.5235,out_of_sample,ALSO-X,282.303,0.0,False
129,28,490.0955,out_of_sample,ALSO-X,282.303,0.0,False
129,29,493.4272,out_of_sample,ALSO-X,282.303,0.0,False
129,30,494.8087,out_of_sample,ALSO-X,282.303,0.0,False
129,31,487.4674,out_of_sample,ALSO-X,282.303,0.0,False
129,32,497.2357,out_of_sample,ALSO-X,282.303,0.0,False
129,33,532.2357,out_of_sample,ALSO-X,282.303,0.0,False
129,34,531.551,out_of_sample,ALSO-X,282.303,0.0,False
129,35,525.1337,out_of_sample,ALSO-X,282.303,0.0,False
129,36,505.627,out_of_sample,ALSO-X,282.303,0.0,False
129,37,495.1943,out_of_sample,ALSO-X,282.303,0.0,False
129,38,490.3933,out_of_sample,ALSO-X,282.303,0.0,False
129,39,483.113,out_of_sample,ALSO-X,282.303,0.0,False
129,40,482.0551,out_of_sample,ALSO-X,282.303,0.0,False
129,41,499.2374,out_of_sample,ALSO-X,282.303,0.0,False
129,42,509.2288,out_of_sample,ALSO-X,282.303,0.0,False
129,43,504.1462,out_of_sample,ALSO-X,282.303,0.0,False
129,44,489.3681,out_of_sample,ALSO-X,282.303,0.0,False
129,45,502.011,out_of_sample,ALSO-X,282.303,0.0,False
129,46,499.4642,out_of_sample,ALSO-X,282.303,0.0,False
129,47,480.6389,out_of_sample,ALSO-X,282.303,0.0,False
129,48,488.6494,out_of_sample,ALSO-X,282.303,0.0,False
129,49,499.0141,out_of_sample,ALSO-X,282.303,0.0,False
129,50,473.7954,out_of_sample,ALSO-X,282.303,0.0,False
129,51,467.7852,out_of_sample,ALSO-X,282.303,0.0,False
129,52,469.7965,out_of_sample,ALSO-X,282.303,0.0,False
129,53,480.1647,out_of_sample,ALSO-X,282.303,0.0,False
129,54,476.9227,out_of_sample,ALSO-X,282.303,0.0,False
129,55,471.0294,out_of_sample,ALSO-X,282.303,0.0,False
129,56,481.5459,out_of_sample,ALSO-X,282.303,0.0,False
129,57,478.9403,out_of_sample,ALSO-X,282.303,0.0,False
129,58,486.8302,out_of_sample,ALSO-X,282.303,0.0,False
129,59,477.301,out_of_sample,ALSO-X,282.303,0.0,False
129,60,466.5542,out_of_sample,ALSO-X,282.303,0.0,False
130,1,346.5513,out_of_sample,ALSO-X,282.303,0.0,False
130,2,346.9045,out_of_sample,ALSO-X,282.303,0.0,False
130,3,368.9099,out_of_sample,ALSO-X,282.303,0.0,False
130,4,359.565,out_of_sample,ALSO-X,282.303,0.0,False
130,5,379.202,out_of_sample,ALSO-X,282.303,0.0,False
130,6,397.2773,out_of_sample,ALSO-X,282.303,0.0,False
130,7,408.6706,out_of_sample,ALSO-X,282.303,0.0,False
130,8,403.295,out_of_sample,ALSO-X,282.303,0.0,False
130,9,397.3396,out_of_sample,ALSO-X,282.303,0.0,False
130,10,398.2105,out_of_sample,ALSO-X,282.303,0.0,False
130,11,388.1579,out_of_sample,ALSO-X,282.303,0.0,False
130,12,382.6598,out_of_sample,ALSO-X,282.303,0.0,False
130,13,393.8841,out_of_sample,ALSO-X,282.303,0.0,False
130,14,403.7898,out_of_sample,ALSO-X,282.303,0.0,False
130,15,395.4838,out_of_sample,ALSO-X,282.303,0.0,False
130,16,405.3822,out_of_sample,ALSO-X,282.303,0.0,False
130,17,411.8105,out_of_sample,ALSO-X,282.303,0.0,False
130,18,427.9449,out_of_sample,ALSO-X,282.303,0.0,False
130,19,432.6444,out_of_sample,ALSO-X,282.303,0.0,False
130,20,441.5711,out_of_sample,ALSO-X,282.303,0.0,False
130,21,443.4975,out_of_sample,ALSO-X,282.303,0.0,False
130,22,450.0977,out_of_sample,ALSO-X,282.303,0.0,False
130,23,433.104,out_of_sample,ALSO-X,282.303,0.0,False
130,24,429.6656,out_of_sample,ALSO-X,282.303,0.0,False
130,25,427.3248,out_of_sample,ALSO-X,282.303,0.0,False
130,26,423.0718,out_of_sample,ALSO-X,282.303,0.0,False
130,27,426.0586,out_of_sample,ALSO-X,282.303,0.0,False
130,28,430.4455,out_of_sample,ALSO-X,282.303,0.0,False
130,29,431.7404,out_of_sample,ALSO-X,282.303,0.0,False
130,30,427.0475,out_of_sample,ALSO-X,282.303,0.0,False
130,31,417.1949,out_of_sample,ALSO-X,282.303,0.0,False
130,32,426.726,out_of_sample,ALSO-X,282.303,0.0,False
130,33,427.5197,out_of_sample,ALSO-X,282.303,0.0,False
130,34,414.4255,out_of_sample,ALSO-X,282.303,0.0,False
130,35,411.0542,out_of_sample,ALSO-X,282.303,0.0,False
130,36,392.506,out_of_sample,ALSO-X,282.303,0.0,False
130,37,393.8988,out_of_sample,ALSO-X,282.303,0.0,False
130,38,392.7298,out_of_sample,ALSO-X,282.303,0.0,False
130,39,387.8982,out_of_sample,ALSO-X,282.303,0.0,False
130,40,405.2109,out_of_sample,ALSO-X,282.303,0.0,False
130,41,393.0284,out_of_sample,ALSO-X,282.303,0.0,False
130,42,400.9394,out_of_sample,ALSO-X,282.303,0.0,False
130,43,422.7267,out_of_sample,ALSO-X,282.303,0.0,False
130,44,430.8437,out_of_sample,ALSO-X,282.303,0.0,False
130,45,426.953,out_of_sample,ALSO-X,282.303,0.0,False
130,46,412.5734,out_of_sample,ALSO-X,282.303,0.0,False
130,47,397.7234,out_of_sample,ALSO-X,282.303,0.0,False
130,48,394.2581,out_of_sample,ALSO-X,282.303,0.0,False
130,49,388.5644,out_of_sample,ALSO-X,282.303,0.0,False
130,50,383.35,out_of_sample,ALSO-X,282.303,0.0,False
130,51,382.8254,out_of_sample,ALSO-X,282.303,0.0,False
130,52,384.7447,out_of_sample,ALSO-X,282.303,0.0,False
130,53,392.4559,out_of_sample,ALSO-X,282.303,0.0,False
130,54,382.1646,out_of_sample,ALSO-X,282.303,0.0,False
130,55,378.8208,out_of_sample,ALSO-X,282.303,0.0,False
130,56,381.2631,out_of_sample,ALSO-X,282.303,0.0,False
130,57,383.2138,out_of_sample,ALSO-X,282.303,0.0,False
130,58,405.4078,out_of_sample,ALSO-X,282.303,0.0,False
130,59,409.0521,out_of_sample,ALSO-X,282.303,0.0,False
130,60,393.9513,out_of_sample,ALSO-X,282.303,0.0,False
131,1,335.35,out_of_sample,ALSO-X,282.303,0.0,False
131,2,358.8154,out_of_sample,ALSO-X,282.303,0.0,False
131,3,351.3223,out_of_sample,ALSO-X,282.303,0.0,False
131,4,362.1711,out_of_sample,ALSO-X,282.303,0.0,False
131,5,367.2444,out_of_sample,ALSO-X,282.303,0.0,False
131,6,375.846,out_of_sample,ALSO-X,282.303,0.0,False
131,7,394.5994,out_of_sample,ALSO-X,282.303,0.0,False
131,8,399.7665,out_of_sample,ALSO-X,282.303,0.0,False
131,9,393.2178,out_of_sample,ALSO-X,282.303,0.0,False
131,10,404.1985,out_of_sample,ALSO-X,282.303,0.0,False
131,11,396.576,out_of_sample,ALSO-X,282.303,0.0,False
131,12,397.8874,out_of_sample,ALSO-X,282.303,0.0,False
131,13,384.5339,out_of_sample,ALSO-X,282.303,0.0,False
131,14,375.425,out_of_sample,ALSO-X,282.303,0.0,False
131,15,378.2849,out_of_sample,ALSO-X,282.303,0.0,False
131,16,383.9816,out_of_sample,ALSO-X,282.303,0.0,False
131,17,368.287,out_of_sample,ALSO-X,282.303,0.0,False
131,18,376.4532,out_of_sample,ALSO-X,282.303,0.0,False
131,19,370.4366,out_of_sample,ALSO-X,282.303,0.0,False
131,20,386.0815,out_of_sample,ALSO-X,282.303,0.0,False
131,21,383.4652,out_of_sample,ALSO-X,282.303,0.0,False
131,22,373.3639,out_of_sample,ALSO-X,282.303,0.0,False
131,23,376.3722,out_of_sample,ALSO-X,282.303,0.0,False
131,24,368.989,out_of_sample,ALSO-X,282.303,0.0,False
131,25,384.221,out_of_sample,ALSO-X,282.303,0.0,False
131,26,384.8074,out_of_sample,ALSO-X,282.303,0.0,False
131,27,383.6578,out_of_sample,ALSO-X,282.303,0.0,False
131,28,389.9291,out_of_sample,ALSO-X,282.303,0.0,False
131,29,379.3215,out_of_sample,ALSO-X,282.303,0.0,False
131,30,366.9808,out_of_sample,ALSO-X,282.303,0.0,False
131,31,372.9285,out_of_sample,ALSO-X,282.303,0.0,False
131,32,362.9128,out_of_sample,ALSO-X,282.303,0.0,False
131,33,353.926,out_of_sample,ALSO-X,282.303,0.0,False
131,34,365.2173,out_of_sample,ALSO-X,282.303,0.0,False
131,35,371.8722,out_of_sample,ALSO-X,282.303,0.0,False
131,36,359.7799,out_of_sample,ALSO-X,282.303,0.0,False
131,37,355.3326,out_of_sample,ALSO-X,282.303,0.0,False
131,38,348.4282,out_of_sample,ALSO-X,282.303,0.0,False
131,39,369.0177,out_of_sample,ALSO-X,282.303,0.0,False
131,40,378.3091,out_of_sample,ALSO-X,282.303,0.0,False
131,41,373.105,out_of_sample,ALSO-X,282.303,0.0,False
131,42,378.3971,out_of_sample,ALSO-X,282.303,0.0,False
131,43,363.6458,out_of_sample,ALSO-X,282.303,0.0,False
131,44,357.4305,out_of_sample,ALSO-X,282.303,0.0,False
131,45,359.6821,out_of_sample,ALSO-X,282.303,0.0,False
131,46,365.0993,out_of_sample,ALSO-X,282.303,0.0,False
131,47,364.3479,out_of_sample,ALSO-X,282.303,0.0,False
131,48,367.1359,out_of_sample,ALSO-X,282.303,0.0,False
131,49,367.9035,out_of_sample,ALSO-X,282.303,0.0,False
131,50,366.1864,out_of_sample,ALSO-X,282.303,0.0,False
131,51,363.3918,out_of_sample,ALSO-X,282.303,0.0,False
131,52,359.6882,out_of_sample,ALSO-X,282.303,0.0,False
131,53,363.0817,out_of_sample,ALSO-X,282.303,0.0,False
131,54,367.9404,out_of_sample,ALSO-X,282.303,0.0,False
131,55,370.1869,out_of_sample,ALSO-X,282.303,0.0,False
131,56,358.5001,out_of_sample,ALSO-X,282.303,0.0,False
131,57,350.1275,out_of_sample,ALSO-X,282.303,0.0,False
131,58,356.8603,out_of_sample,ALSO-X,282.303,0.0,False
131,59,373.6418,out_of_sample,ALSO-X,282.303,0.0,False
131,60,375.3501,out_of_sample,ALSO-X,282.303,0.0,False
132,1,438.0275,out_of_sample,ALSO-X,282.303,0.0,False
132,2,423.8638,out_of_sample,ALSO-X,282.303,0.0,False
132,3,435.8645,out_of_sample,ALSO-X,282.303,0.0,False
132,4,435.2232,out_of_sample,ALSO-X,282.303,0.0,False
132,5,426.1336,out_of_sample,ALSO-X,282.303,0.0,False
132,6,423.2091,out_of_sample,ALSO-X,282.303,0.0,False
132,7,417.0924,out_of_sample,ALSO-X,282.303,0.0,False
132,8,430.166,out_of_sample,ALSO-X,282.303,0.0,False
132,9,426.6096,out_of_sample,ALSO-X,282.303,0.0,False
132,10,427.1411,out_of_sample,ALSO-X,282.303,0.0,False
132,11,431.883,out_of_sample,ALSO-X,282.303,0.0,False
132,12,423.0055,out_of_sample,ALSO-X,282.303,0.0,False
132,13,424.6347,out_of_sample,ALSO-X,282.303,0.0,False
132,14,426.9728,out_of_sample,ALSO-X,282.303,0.0,False
132,15,410.841,out_of_sample,ALSO-X,282.303,0.0,False
132,16,414.8057,out_of_sample,ALSO-X,282.303,0.0,False
132,17,415.3981,out_of_sample,ALSO-X,282.303,0.0,False
132,18,417.7585,out_of_sample,ALSO-X,282.303,0.0,False
132,19,418.9662,out_of_sample,ALSO-X,282.303,0.0,False
132,20,422.3289,out_of_sample,ALSO-X,282.303,0.0,False
132,21,436.1236,out_of_sample,ALSO-X,282.303,0.0,False
132,22,423.1362,out_of_sample,ALSO-X,282.303,0.0,False
132,23,420.1097,out_of_sample,ALSO-X,282.303,0.0,False
132,24,427.5486,out_of_sample,ALSO-X,282.303,0.0,False
132,25,432.2379,out_of_sample,ALSO-X,282.303,0.0,False
132,26,436.1335,out_of_sample,ALSO-X,282.303,0.0,False
132,27,462.4718,out_of_sample,ALSO-X,282.303,0.0,False
132,28,464.2072,out_of_sample,ALSO-X,282.303,0.0,False
132,29,470.8383,out_of_sample,ALSO-X,282.303,0.0,False
132,30,462.2132,out_of_sample,ALSO-X,282.303,0.0,False
132,31,447.6683,out_of_sample,ALSO-X,282.303,0.0,False
132,32,441.543,out_of_sample,ALSO-X,282.303,0.0,False
132,33,446.2888,out_of_sample,ALSO-X,282.303,0.0,False
132,34,447.2731,out_of_sample,ALSO-X,282.303,0.0,False
132,35,447.9496,out_of_sample,ALSO-X,282.303,0.0,False
132,36,442.2032,out_of_sample,ALSO-X,282.303,0.0,False
132,37,435.3752,out_of_sample,ALSO-X,282.303,0.0,False
132,38,431.12,out_of_sample,ALSO-X,282.303,0.0,False
132,39,436.2248,out_of_sample,ALSO-X,282.303,0.0,False
132,40,441.6794,out_of_sample,ALSO-X,282.303,0.0,False
132,41,427.8047,out_of_sample,ALSO-X,282.303,0.0,False
132,42,433.0728,out_of_sample,ALSO-X,282.303,0.0,False
132,43,423.3688,out_of_sample,ALSO-X,282.303,0.0,False
132,44,425.8168,out_of_sample,ALSO-X,282.303,0.0,False
132,45,421.1554,out_of_sample,ALSO-X,282.303,0.0,False
132,46,434.4281,out_of_sample,ALSO-X,282.303,0.0,False
132,47,426.072,out_of_sample,ALSO-X,282.303,0.0,False
132,48,424.4953,out_of_sample,ALSO-X,282.303,0.0,False
132,49,427.206,out_of_sample,ALSO-X,282.303,0.0,False
132,50,414.6144,out_of_sample,ALSO-X,282.303,0.0,False
132,51,411.3846,out_of_sample,ALSO-X,282.303,0.0,False
132,52,406.4575,out_of_sample,ALSO-X,282.303,0.0,False
132,53,399.5154,out_of_sample,ALSO-X,282.303,0.0,False
132,54,394.0277,out_of_sample,ALSO-X,282.303,0.0,False
132,55,404.6115,out_of_sample,ALSO-X,282.303,0.0,False
132,56,396.731,out_of_sample,ALSO-X,282.303,0.0,False
132,57,401.3733,out_of_sample,ALSO-X,282.303,0.0,False
132,58,402.8841,out_of_sample,ALSO-X,282.303,0.0,False
132,59,387.058,out_of_sample,ALSO-X,282.303,0.0,False
132,60,392.2686,out_of_sample,ALSO-X,282.303,0.0,False
133,1,493.9702,out_of_sample,ALSO-X,282.303,0.0,False
133,2,484.3134,out_of_sample,ALSO-X,282.303,0.0,False
133,3,489.8349,out_of_sample,ALSO-X,282.303,0.0,False
133,4,502.5959,out_of_sample,ALSO-X,282.303,0.0,False
133,5,496.3481,out_of_sample,ALSO-X,282.303,0.0,False
133,6,492.7164,out_of_sample,ALSO-X,282.303,0.0,False
133,7,500.0152,out_of_sample,ALSO-X,282.303,0.0,False
133,8,506.5746,out_of_sample,ALSO-X,282.303,0.0,False
133,9,483.1066,out_of_sample,ALSO-X,282.303,0.0,False
133,10,506.8605,out_of_sample,ALSO-X,282.303,0.0,False
133,11,512.8188,out_of_sample,ALSO-X,282.303,0.0,False
133,12,519.6835,out_of_sample,ALSO-X,282.303,0.0,False
133,13,517.2725,out_of_sample,ALSO-X,282.303,0.0,False
133,14,498.0011,out_of_sample,ALSO-X,282.303,0.0,False
133,15,506.3274,out_of_sample,ALSO-X,282.303,0.0,False
133,16,501.2561,out_of_sample,ALSO-X,282.303,0.0,False
133,17,507.9016,out_of_sample,ALSO-X,282.303,0.0,False
133,18,506.1554,out_of_sample,ALSO-X,282.303,0.0,False
133,19,509.2362,out_of_sample,ALSO-X,282.303,0.0,False
133,20,501.8812,out_of_sample,ALSO-X,282.303,0.0,False
133,21,511.8816,out_of_sample,ALSO-X,282.303,0.0,False
133,22,500.247,out_of_sample,ALSO-X,282.303,0.0,False
133,23,524.4537,out_of_sample,ALSO-X,282.303,0.0,False
133,24,545.7965,out_of_sample,ALSO-X,282.303,0.0,False
133,25,558.6532,out_of_sample,ALSO-X,282.303,0.0,False
133,26,566.5314,out_of_sample,ALSO-X,282.303,0.0,False
133,27,560.008,out_of_sample,ALSO-X,282.303,0.0,False
133,28,566.9282,out_of_sample,ALSO-X,282.303,0.0,False
133,29,560.5448,out_of_sample,ALSO-X,282.303,0.0,False
133,30,540.5106,out_of_sample,ALSO-X,282.303,0.0,False
133,31,553.6052,out_of_sample,ALSO-X,282.303,0.0,False
133,32,561.5411,out_of_sample,ALSO-X,282.303,0.0,False
133,33,557.0769,out_of_sample,ALSO-X,282.303,0.0,False
133,34,541.3595,out_of_sample,ALSO-X,282.303,0.0,False
133,35,534.0614,out_of_sample,ALSO-X,282.303,0.0,False
133,36,515.4256,out_of_sample,ALSO-X,282.303,0.0,False
133,37,526.8152,out_of_sample,ALSO-X,282.303,0.0,False
133,38,511.4705,out_of_sample,ALSO-X,282.303,0.0,False
133,39,516.9731,out_of_sample,ALSO-X,282.303,0.0,False
133,40,510.602,out_of_sample,ALSO-X,282.303,0.0,False
133,41,499.2432,out_of_sample,ALSO-X,282.303,0.0,False
133,42,505.9612,out_of_sample,ALSO-X,282.303,0.0,False
133,43,506.1993,out_of_sample,ALSO-X,282.303,0.0,False
133,44,518.1607,out_of_sample,ALSO-X,282.303,0.0,False
133,45,507.6445,out_of_sample,ALSO-X,282.303,0.0,False
133,46,503.4927,out_of_sample,ALSO-X,282.303,0.0,False
133,47,483.519,out_of_sample,ALSO-X,282.303,0.0,False
133,48,467.9422,out_of_sample,ALSO-X,282.303,0.0,False
133,49,494.0117,out_of_sample,ALSO-X,282.303,0.0,False
133,50,519.7434,out_of_sample,ALSO-X,282.303,0.0,False
133,51,522.401,out_of_sample,ALSO-X,282.303,0.0,False
133,52,515.4831,out_of_sample,ALSO-X,282.303,0.0,False
133,53,514.5459,out_of_sample,ALSO-X,282.303,0.0,False
133,54,525.3272,out_of_sample,ALSO-X,282.303,0.0,False
133,55,520.8112,out_of_sample,ALSO-X,282.303,0.0,False
133,56,524.2252,out_of_sample,ALSO-X,282.303,0.0,False
133,57,524.5868,out_of_sample,ALSO-X,282.303,0.0,False
133,58,519.2005,out_of_sample,ALSO-X,282.303,0.0,False
133,59,514.7395,out_of_sample,ALSO-X,282.303,0.0,False
133,60,518.8601,out_of_sample,ALSO-X,282.303,0.0,False
134,1,541.6231,out_of_sample,ALSO-X,282.303,0.0,False
134,2,559.4776,out_of_sample,ALSO-X,282.303,0.0,False
134,3,559.5655,out_of_sample,ALSO-X,282.303,0.0,False
134,4,570.4044,out_of_sample,ALSO-X,282.303,0.0,False
134,5,552.6909,out_of_sample,ALSO-X,282.303,0.0,False
134,6,550.1719,out_of_sample,ALSO-X,282.303,0.0,False
134,7,552.7743,out_of_sample,ALSO-X,282.303,0.0,False
134,8,573.8471,out_of_sample,ALSO-X,282.303,0.0,False
134,9,553.3732,out_of_sample,ALSO-X,282.303,0.0,False
134,10,553.7986,out_of_sample,ALSO-X,282.303,0.0,False
134,11,569.4984,out_of_sample,ALSO-X,282.303,0.0,False
134,12,560.6866,out_of_sample,ALSO-X,282.303,0.0,False
134,13,558.4381,out_of_sample,ALSO-X,282.303,0.0,False
134,14,561.6855,out_of_sample,ALSO-X,282.303,0.0,False
134,15,562.8493,out_of_sample,ALSO-X,282.303,0.0,False
134,16,577.4642,out_of_sample,ALSO-X,282.303,0.0,False
134,17,578.9318,out_of_sample,ALSO-X,282.303,0.0,False
134,18,588.799,out_of_sample,ALSO-X,282.303,0.0,False
134,19,580.3919,out_of_sample,ALSO-X,282.303,0.0,False
134,20,568.9825,out_of_sample,ALSO-X,282.303,0.0,False
134,21,563.8924,out_of_sample,ALSO-X,282.303,0.0,False
134,22,549.8909,out_of_sample,ALSO-X,282.303,0.0,False
134,23,553.8182,out_of_sample,ALSO-X,282.303,0.0,False
134,24,548.4149,out_of_sample,ALSO-X,282.303,0.0,False
134,25,540.6487,out_of_sample,ALSO-X,282.303,0.0,False
134,26,545.3807,out_of_sample,ALSO-X,282.303,0.0,False
134,27,532.998,out_of_sample,ALSO-X,282.303,0.0,False
134,28,541.1358,out_of_sample,ALSO-X,282.303,0.0,False
134,29,535.7169,out_of_sample,ALSO-X,282.303,0.0,False
134,30,547.2473,out_of_sample,ALSO-X,282.303,0.0,False
134,31,541.8165,out_of_sample,ALSO-X,282.303,0.0,False
134,32,547.241,out_of_sample,ALSO-X,282.303,0.0,False
134,33,547.4641,out_of_sample,ALSO-X,282.303,0.0,False
134,34,553.2922,out_of_sample,ALSO-X,282.303,0.0,False
134,35,552.0847,out_of_sample,ALSO-X,282.303,0.0,False
